Código del registro;Nombre del registro;Medio utilizado para obtener el dato, documento (certificado) y/o expediente;Identifique la institución que provee el dato, documento (certificado) y/o expediente que se solicita a los usuarios;Identifique el Documento (certificado) que solicita a los usuarios;Si no se encuentra en el listado, indique el nombre del dato, documento (certificado) y/o expediente que solicita a los usuarios;Identifique la Institución que provee el dato, documento (certificado) y/o expediente que se intercambia manualmente;Tipo de información que se intercambia manualmente;Identifique el documento (certificado) que se intercambia manualmente;Si no se Encuentra en el listado, indique el nombre del documento (certificado) que intercambia manualmente;Indique el nombre del dato que intercambia manualmente (separados por coma);Indique medio utilizado para interoperar electrónicamente;Seleccione institución que Provee el dato, documento (certificado) y/o expediente a través de la Red de Interoperabilidad del Estado;Seleccione el servicio web que consume a través de la Red de Interoperabilidad del Estado;Indique el nombre del Servicio web consumido a través de la Red de Interoperabilidad del Estado;Identifique la institución con la que interopera el dato, documento (certificado) y/o expediente;Indique el nombre del dato o set de datos que interopera
PT-AGN00597-00043;POST-0027-SREC Concurso Tiempo de Telescopio APEX B;No hay interoperabilidad, se solicita a sus usuarios(as);Servicio de Registro Civil e Identificación;No se encuentra certificado;Registro Deudores Pensiones Alimenticias.;;;;;;;;;;;
PT-SUB00052-00127;Proceso de acreditación entrevistadores de la Ley N° 21.057;Hay interoperabilidad electrónica con la institución;;;;;;;;;Utiliza otros Medios;;;;Servicio de Registro Civil e Identificación;Certificado de antecedentes
PT-AGN00597-00047;POST-0031-SIA Concurso Apoyo a Consolidación de Oficinas de Transferencia y Licenciamiento;No hay interoperabilidad, se solicita a sus usuarios(as);Servicio de Registro Civil e Identificación;No se encuentra certificado;Cedula de identidad comprobar vigencia, género, número de run, nombres y apellidos y fecha de nacimiento;;;;;;;;;;;
PT-AGN00597-00047;POST-0031-SIA Concurso Apoyo a Consolidación de Oficinas de Transferencia y Licenciamiento;No hay interoperabilidad, se solicita a sus usuarios(as);Policía de Investigaciones de Chile;No se encuentra certificado;Certificado de Vigencia de Permanencia Definitiva en Chile;;;;;;;;;;;
PT-AGN00597-00047;POST-0031-SIA Concurso Apoyo a Consolidación de Oficinas de Transferencia y Licenciamiento;No hay interoperabilidad, se solicita a sus usuarios(as);Corporación Nacional de Desarrollo Indígena;Certificado de acreditación de la calidad indígena (CONADI);;;;;;;;;;;;
PT-AGN00597-00047;POST-0031-SIA Concurso Apoyo a Consolidación de Oficinas de Transferencia y Licenciamiento;No hay interoperabilidad, se solicita a sus usuarios(as);Subsecretaría de Justicia;No se encuentra certificado;Certificado de Vigencia Personalidad Jurídica emitido con una anterioridad no mayor a 30 días corridos respecto de la fecha de postulación.;;;;;;;;;;;
PT-AGN00597-00047;POST-0031-SIA Concurso Apoyo a Consolidación de Oficinas de Transferencia y Licenciamiento;No hay interoperabilidad, se solicita a sus usuarios(as);Comisión Nacional de Acreditación;No se encuentra certificado;Acreditación Institucional;;;;;;;;;;;
PT-AGN00597-00047;POST-0031-SIA Concurso Apoyo a Consolidación de Oficinas de Transferencia y Licenciamiento;No hay interoperabilidad, se solicita a sus usuarios(as);Servicio Nacional de Capacitación y Empleo;No se encuentra certificado;Registro de Instituciones Receptoras de Fondos Públicos. ;;;;;;;;;;;
PT-AGN00597-00047;POST-0031-SIA Concurso Apoyo a Consolidación de Oficinas de Transferencia y Licenciamiento;No hay interoperabilidad, se solicita a sus usuarios(as);Servicio de Registro Civil e Identificación;No se encuentra certificado;Registro Deudores Pensiones Alimenticias.;;;;;;;;;;;
PT-SUB00573-00055;Postulación y asignación  Fondo Concursable de la Ley 21.020 PTRAC;No hay interoperabilidad, se solicita a sus usuarios(as);Servicio de Registro Civil e Identificación;Certificado de vigencia de persona jurídica (SRCeI);;;;;;;;;;;;
PT-SUB00573-00055;Postulación y asignación  Fondo Concursable de la Ley 21.020 PTRAC;No hay interoperabilidad, se solicita a sus usuarios(as);Servicio de Registro Civil e Identificación;No se encuentra certificado;Certificado de vigencia del directorio;;;;;;;;;;;
PT-SUB00052-00128;Registrar y realizar seguimiento a las observaciones realizadas en visitas efectuadas de conformidad a lo establecido en el artículo 578 y siguientes del Código Orgánico de Tribunales;No hay interoperabilidad, se intercambia manualmente con la institución;;;;Servicio Nacional de Menores;Documento (certificado) y/o expediente;No se encuentra certificado;oficio con antecedentes;;;;;;;
PT-INS00067-00365;AUTORIZACIÓN DE CAMBIO O AMPLIACIÓN DE CONVENIO DE CENTRO CON UNIDAD CLÍNICA PARA REALIZAR ESTUDIOS DE BIOEQUIVALENCIA (IN VIVO);No hay interoperabilidad, se solicita a sus usuarios(as);Servicio de Impuestos Internos;No se encuentra certificado;inicio de actividades;;;;;;;;;;;
PT-SER00140-00107;Aplicación de Estados de Excepción y Controles Programáticos para Becas de Mantención y residencias Estudiantiles;No hay interoperabilidad, se intercambia manualmente con la institución;;;;Corporación Nacional de Desarrollo Indígena;Documento (certificado) y/o expediente;Certificado de acreditación de la calidad indígena (CONADI);;;;;;;;
PA-SER00147-00022;Tramitar Licencias Médicas;Hay interoperabilidad electrónica con la institución;;;;;;;;;Utiliza otros Medios;;;;Fondo Nacional de Salud;Licencia médica 
PT-SER00128-00106;Diseñar Programa Marco - Ley Médica;No hay interoperabilidad, se intercambia manualmente con la institución;;;;Subsecretaría de Salud Pública;Documento (certificado) y/o expediente;No se encuentra certificado;Propuesta de Formulación ;;;;;;;
PT-SER00128-00109;Elaborar el Estado de Operaciones Mensuales y de Gasto por Ministerio;No hay interoperabilidad, se intercambia manualmente con la institución;;;;Servicio de Tesorerías;Dato o set de datos;;;datos de recaudación;;;;;;
PT-SER00128-00109;Elaborar el Estado de Operaciones Mensuales y de Gasto por Ministerio;No hay interoperabilidad, se intercambia manualmente con la institución;;;;Servicio de Impuestos Internos;Dato o set de datos;;;Recaudaciones;;;;;;
PT-INS00067-00367;AUTORIZACIÓN DE CAMBIO O AMPLIACIÓN DE CONVENIO DE CENTRO CON UNIDAD BIOESTADÍSTICA PARA REALIZAR ESTUDIOS DE BIOEQUIVALENCIA (IN VIVO);No hay interoperabilidad, se solicita a sus usuarios(as);Servicio de Impuestos Internos;No se encuentra certificado;Inicio de actividades;;;;;;;;;;;
PT-SUB00052-00130;Beneficio Reducción de Condena;No hay interoperabilidad, se intercambia manualmente con la institución;;;;Gendarmería de Chile;Documento (certificado) y/o expediente;No se encuentra certificado;Expediente de la solicitud;;;;;;;
PT-SUB00052-00131;Traslado internacionales de personas condenadas;No hay interoperabilidad, se intercambia manualmente con la institución;;;;Gendarmería de Chile;Documento (certificado) y/o expediente;No se encuentra certificado;Ficha única de condena;;;;;;;
PT-SUB00052-00131;Traslado internacionales de personas condenadas;No hay interoperabilidad, se intercambia manualmente con la institución;;;;Servicio de Registro Civil e Identificación;Documento (certificado) y/o expediente;Certificado de antecedentes (SRCeI);;;;;;;;
PT-SER00128-00115;Formular objetivos de gestión e incentivos del Ministerio Público;No hay interoperabilidad, se intercambia manualmente con la institución;;;;Ministerio Público;Documento (certificado) y/o expediente;No se encuentra certificado;Propuesta de compromisos de gestión;;;;;;;
PT-SER00128-00117;Formular objetivos de gestión e incentivos del Ministerio de Relaciones Exteriores;No hay interoperabilidad, se intercambia manualmente con la institución;;;;Subsecretaría de Relaciones Exteriores;Documento (certificado) y/o expediente;No se encuentra certificado;Propuesta de compromisos de gestión;;;;;;;
PT-INS00067-00369;Admisibilidad de solicitud de registro simplificado de producto farmacéutico Fitofármaco u Otro (Art. 52°);No hay interoperabilidad, se solicita a sus usuarios(as);Servicio de Impuestos Internos;No se encuentra certificado;inicio de actividades;;;;;;;;;;;
PT-INS00067-00370;Registro simplificado de producto farmacéutico Fitofármaco u Otro (Art. 52°);No hay interoperabilidad, se solicita a sus usuarios(as);Servicio de Impuestos Internos;No se encuentra certificado;inicio de actividades;;;;;;;;;;;
PT-INS00067-00371;Admisibilidad de solicitud de registro ordinario de producto farmacéutico homeopático (Art. 53°);No hay interoperabilidad, se solicita a sus usuarios(as);Servicio de Impuestos Internos;No se encuentra certificado;inicio de actvidades;;;;;;;;;;;
PT-INS00067-00372;Registro ordinario de producto farmacéutico homeopático (Art. 53°);No hay interoperabilidad, se solicita a sus usuarios(as);Servicio de Impuestos Internos;No se encuentra certificado;inicio de actividades;;;;;;;;;;;
PT-INS00067-00373;Admisibilidad de solicitud de registro simplificado de producto farmacéutico homeopático (Art. 54°);No hay interoperabilidad, se solicita a sus usuarios(as);Servicio de Impuestos Internos;No se encuentra certificado;Inicio de actividades;;;;;;;;;;;
PT-SER00066-00020;Efectuar convenios de colaboración;Hay interoperabilidad electrónica con la institución;;;;;;;;;Utiliza otros Medios;;;;Servicio de Registro Civil e Identificación;Datos personales
PT-SER00066-00021;Elaborar e implementar Aranceles ;No hay interoperabilidad, se intercambia manualmente con la institución;;;;Subsecretaría de Hacienda;Dato o set de datos;;;1. Facturas de compra disponible en el sitio web de Mercado Público. 2. Aranceles de Prestadores de Salud privados (sitio web).;;;;;;
PT-SER00128-00128;Tramitar instrucciones de Inversiones;No hay interoperabilidad, se intercambia manualmente con la institución;;;;Banco del Estado de Chile;Dato o set de datos;;;Saldo de cuentas corrientes;;;;;;
PA-SUB00558-00002;Determinar aporte estatal a entidades administradoras de salud municipal;No hay interoperabilidad, se intercambia manualmente con la institución;;;;Fondo Nacional de Salud;Documento (certificado) y/o expediente;No se encuentra certificado;Oficio ordinario mediante el cual FONASA informa el resultado del proceso de validación de la población inscrita;;;;;;;
PA-SUB00558-00002;Determinar aporte estatal a entidades administradoras de salud municipal;No hay interoperabilidad, se intercambia manualmente con la institución;;;;Gobierno Regional de la Región Metropolitana de Santiago;Documento (certificado) y/o expediente;No se encuentra certificado;Subsecretaria de Redes realiza consulta para determinar población potencialmente beneficiaria;;;;;;;
PT-AGN00597-00050;POST-0034-SCH Concurso Postdoctorado en el Extranjero - Becas Chile;No hay interoperabilidad, se solicita a sus usuarios(as);Servicio de Registro Civil e Identificación;No se encuentra certificado;Cedula de identidad comprobar vigencia, género, número de run, nombres y apellidos y fecha de nacimiento;;;;;;;;;;;
PT-AGN00597-00050;POST-0034-SCH Concurso Postdoctorado en el Extranjero - Becas Chile;No hay interoperabilidad, se solicita a sus usuarios(as);Servicio de Registro Civil e Identificación;Certificado de matrimonio para todo trámite (SRCeI);;;;;;;;;;;;
PT-AGN00597-00050;POST-0034-SCH Concurso Postdoctorado en el Extranjero - Becas Chile;No hay interoperabilidad, se solicita a sus usuarios(as);Comisión Nacional de Acreditación;No se encuentra certificado;Acreditación Pregrado;;;;;;;;;;;
PT-AGN00597-00050;POST-0034-SCH Concurso Postdoctorado en el Extranjero - Becas Chile;No hay interoperabilidad, se solicita a sus usuarios(as);Comisión Nacional de Acreditación;No se encuentra certificado;Acreditación Posgrado;;;;;;;;;;;
PT-AGN00597-00050;POST-0034-SCH Concurso Postdoctorado en el Extranjero - Becas Chile;No hay interoperabilidad, se solicita a sus usuarios(as);Servicio de Registro Civil e Identificación;Certificado de Inscripción en el Registro de la Discapacidad (SRCeI);;;;;;;;;;;;
PT-AGN00597-00050;POST-0034-SCH Concurso Postdoctorado en el Extranjero - Becas Chile;No hay interoperabilidad, se solicita a sus usuarios(as);Corporación Nacional de Desarrollo Indígena;Certificado de acreditación de la calidad indígena (CONADI);;;;;;;;;;;;
PT-AGN00597-00050;POST-0034-SCH Concurso Postdoctorado en el Extranjero - Becas Chile;No hay interoperabilidad, se solicita a sus usuarios(as);Policía de Investigaciones de Chile;No se encuentra certificado;Certificado de Vigencia de Permanencia Definitiva en Chile;;;;;;;;;;;
PT-AGN00597-00050;POST-0034-SCH Concurso Postdoctorado en el Extranjero - Becas Chile;No hay interoperabilidad, se solicita a sus usuarios(as);Servicio de Registro Civil e Identificación;Certificado de nacimiento para todo trámite (SRCeI);;;;;;;;;;;;
PT-AGN00597-00050;POST-0034-SCH Concurso Postdoctorado en el Extranjero - Becas Chile;No hay interoperabilidad, se solicita a sus usuarios(as);Subsecretaría de Educación Superior;No se encuentra certificado;Certificado de Calificaciones obtenidas durante el desarrollo del Doctorado.;;;;;;;;;;;
PT-AGN00597-00050;POST-0034-SCH Concurso Postdoctorado en el Extranjero - Becas Chile;No hay interoperabilidad, se solicita a sus usuarios(as);Subsecretaría de Educación Superior;No se encuentra certificado;Certificado de Ranking Academico Pregrado;;;;;;;;;;;
PT-AGN00597-00050;POST-0034-SCH Concurso Postdoctorado en el Extranjero - Becas Chile;No hay interoperabilidad, se solicita a sus usuarios(as);Subsecretaría de Educación Superior;No se encuentra certificado;Certificación y/o Acreditación Promedio Final de Notas Pregrado;;;;;;;;;;;
PT-AGN00597-00050;POST-0034-SCH Concurso Postdoctorado en el Extranjero - Becas Chile;No hay interoperabilidad, se solicita a sus usuarios(as);Subsecretaría de Educación Superior;No se encuentra certificado;Certificado Grado academico de Doctor;;;;;;;;;;;
PT-AGN00597-00050;POST-0034-SCH Concurso Postdoctorado en el Extranjero - Becas Chile;No hay interoperabilidad, se solicita a sus usuarios(as);Subsecretaría de Educación Superior;No se encuentra certificado;Copia Diploma o Certificado de otros Programas de Postgrado Realizados;;;;;;;;;;;
PT-AGN00597-00050;POST-0034-SCH Concurso Postdoctorado en el Extranjero - Becas Chile;No hay interoperabilidad, se solicita a sus usuarios(as);Subsecretaría de Educación Superior;No se encuentra certificado;Certificado de Concentración de Notas de otros Programas de Postgrados Realizados;;;;;;;;;;;
PT-AGN00597-00050;POST-0034-SCH Concurso Postdoctorado en el Extranjero - Becas Chile;No hay interoperabilidad, se solicita a sus usuarios(as);Subsecretaría de Educación Superior;No se encuentra certificado;Certificado de Calificaciones obtenidas durante el desarrollo del Doctorado.;;;;;;;;;;;
PT-SER00066-00022;Procedimiento General de Cobranza de Cotizaciones de Salud - Condonación de multas e intereses a empleadores por deuda de cotizaciones de salud;No hay interoperabilidad, se intercambia manualmente con la institución;;;;Superintendencia de Pensiones;Documento (certificado) y/o expediente;Certificado de Cotización de Salud para pensionados acogidos a un Convenio de Seguridad Social (Super. de Pensiones);;;;;;;;
PT-AGN00597-00051;POST-0035-SCIA Concurso Equipamiento Científico y Tecnológico Mayor ;No hay interoperabilidad, se solicita a sus usuarios(as);Comisión Nacional de Acreditación;No se encuentra certificado;Acreditación Institucional;;;;;;;;;;;
PT-SER00128-00130;Formular objetivos de gestión e incentivos del Programa de Mejoramiento de Calidad de los servicios prestados por la Dirección de Trabajo;No hay interoperabilidad, se intercambia manualmente con la institución;;;;Dirección del Trabajo;Documento (certificado) y/o expediente;No se encuentra certificado;Oficio con Propuesta de indicadores PMC;;;;;;;
PT-AGN00597-00052;POST-0036-SCIA Concurso Equipamiento Científico y Tecnológico Mediano;No hay interoperabilidad, se solicita a sus usuarios(as);Comisión Nacional de Acreditación;No se encuentra certificado;Acreditación Institucional;;;;;;;;;;;
PT-SER00128-00134;Evaluar cumplimiento de objetivos de gestión e incentivos de los Tribunales Tributarios y Aduaneros;No hay interoperabilidad, se intercambia manualmente con la institución;;;;Unidad Administradora de los Tribunales Tributarios y Aduaneros;Dato o set de datos;;;Información de cumplimiento;;;;;;
