institucion_origen,institucion_destino,soporte_total,n_pares_servicio,lift_max,categoria
Municipalidad de Los Angeles,Consejo Nacional de Televisión,496,1,1.68,candidato_sin_verificar
Subsecretaría de Telecomunicaciones,Certificadora del Sur,494,1,2.75,candidato_sin_verificar
Dirección de Compras y Contratación Pública,Municipalidad de Antofagasta,493,1,1.89,candidato_sin_verificar
Ministerio Público,Municipalidad de La Florida,492,1,1.21,efecto_base_lift_bajo
Fondo Nacional de Salud,Servicio Agrícola y Ganadero,488,1,1.38,efecto_base_lift_bajo
Subsecretaría de Prevención del Delito,Servicio Nacional de Pesca y Acuicultura,487,1,4.17,candidato_sin_verificar
ACEPTA.COM S.A.,Consejo de Defensa del Estado,487,1,1.52,confirmado_acepta
Instituto de Seguridad Laboral,Presidencia de la República,486,1,3.26,candidato_sin_verificar
Fondo de Solidaridad e Inversión Social,Servicio de Salud Magallanes,486,1,2.87,candidato_sin_verificar
Dirección del Trabajo,Parque Metropolitano de Santiago,486,1,1.51,candidato_sin_verificar
Municipalidad de Los Angeles,Subsecretaría de Economía y Empresas de Menor Tamaño,484,1,2.4,candidato_sin_verificar
Subsecretaría del Trabajo,Centro de Formación Técnica de la Región de Tarapacá,483,1,3.3,candidato_sin_verificar
Comisión para el Mercado Financiero,Fiscalía Nacional Económica,483,1,2.15,candidato_sin_verificar
Ministerio Público,Policía de Investigaciones de Chile,482,1,4.45,candidato_sin_verificar
Subsecretaría de Economía y Empresas de Menor Tamaño,Universidad de Chile,481,1,2.34,candidato_sin_verificar
ACEPTA.COM S.A.,Central de Abastecimiento del Sistema Nacional de Servicios de Salud,481,1,1.98,confirmado_acepta
Dirección General de Movilización Nacional,Municipalidad de Coronel,481,1,1.9,candidato_sin_verificar
Servicio de Registro Civil e Identificación,Tribunal Electoral Región de Biobío,480,1,1.33,efecto_base_lift_bajo
Subsecretaría de Desarrollo Regional y Administrativo,Subsecretaría de Transportes,479,1,66.75,candidato_sin_verificar
Tribunal de Defensa de la Libre Competencia,Comisión para la Integridad Pública y Transparencia,479,1,22.55,candidato_sin_verificar
Dirección de Compras y Contratación Pública,Agencia Nacional de Investigación y Desarrollo,479,1,4.11,candidato_sin_verificar
Instituto de Desarrollo Agropecuario,Caja de Previsión de la Defensa Nacional,479,1,2.72,candidato_sin_verificar
Gobierno Regional de la Región Aysén del General Carlos Ibáñez del Campo,Instituto de Previsión Social,479,1,1.48,efecto_base_lift_bajo
Instituto Nacional de Deportes de Chile,Ministerio Público,478,1,3.09,candidato_sin_verificar
Universidad de Santiago de Chile,Comisión para la Integridad Pública y Transparencia,478,1,3.0,candidato_sin_verificar
Dirección Nacional del Servicio Civil,Municipalidad de Antofagasta,478,1,1.34,efecto_base_lift_bajo
Servicio de Salud Maule,Subsecretaría de Economía y Empresas de Menor Tamaño,478,1,1.26,efecto_base_lift_bajo
Ministerio de Desarrollo Social y Familia,Servicio Nacional de la Mujer y la Equidad de Género,477,1,3.24,candidato_sin_verificar
Corporación de Asistencia Judicial de la Región del Biobío,Fondo Nacional de Salud,475,1,2.08,candidato_sin_verificar
Subsecretaría de Vivienda y Urbanismo,Subsecretaría General de la Presidencia de la República,475,1,1.58,candidato_sin_verificar
Hospital Regional de Arica y Parinacota Dr. Juan Noé Crevani,Fondo Nacional de Salud,475,1,1.41,efecto_base_lift_bajo
Superintendencia del Medio Ambiente,Subsecretaría de Desarrollo Regional y Administrativo,470,1,6.13,candidato_sin_verificar
Servicio de Impuestos Internos,Servicio Nacional de Geología y Minería,470,1,1.62,candidato_sin_verificar
Servicio de Salud Antofagasta,Subsecretaría de Evaluación Social,468,1,2.74,artefacto_vus
Subsecretaría de Vivienda y Urbanismo,Servicio de Salud Maule,468,1,2.61,candidato_sin_verificar
Subsecretaría General de Gobierno,Servicio de Impuestos Internos,467,1,2.13,candidato_sin_verificar
Subsecretaría de Transportes,Subsecretaría de Evaluación Social,467,1,1.34,artefacto_vus
Servicio Nacional de Capacitación y Empleo,Municipalidad de Peñaflor,466,1,1.45,efecto_base_lift_bajo
Universidad de Chile,Agencia Nacional de Investigación y Desarrollo,463,1,13.25,candidato_sin_verificar
Dirección de Compras y Contratación Pública,Superintendencia de Electricidad y Combustibles,463,1,8.23,candidato_sin_verificar
Ministerio de Educación,AFP Modelo,463,1,1.57,candidato_sin_verificar
Municipalidad de Maipú,Subsecretaría de Vivienda y Urbanismo,463,1,1.51,candidato_sin_verificar
Subsecretaría de Salud Pública,Subsecretaría de Vivienda y Urbanismo,463,1,1.28,efecto_base_lift_bajo
Ministerio Secretaría General de Gobierno,Subsecretaría de Redes Asistenciales,462,1,1.91,candidato_sin_verificar
Municipalidad de Santiago,Subsecretaría de Prevención del Delito,461,1,7.58,candidato_sin_verificar
Municipalidad de Valparaíso,Subsecretaría de Salud Pública,461,1,1.22,efecto_base_lift_bajo
Subsecretaría del Interior,Subsecretaría de Desarrollo Regional y Administrativo,459,1,2.47,candidato_sin_verificar
ACEPTA.COM S.A.,Superintendencia de Servicios Sanitarios,459,1,2.07,confirmado_acepta
Dirección General del Territorio Marítimo y de Marina Mercante,Subsecretaría de Transportes,459,1,1.7,candidato_sin_verificar
Subsecretaría de Vivienda y Urbanismo,Subsecretaría de Prevención del Delito,458,1,1.24,efecto_base_lift_bajo
Superintendencia de Insolvencia y Reemprendimiento,Municipalidad de Colina,456,1,2.42,candidato_sin_verificar
Municipalidad de La Florida,Subsecretaría de Vivienda y Urbanismo,456,1,1.39,efecto_base_lift_bajo
Subsecretaría de Economía y Empresas de Menor Tamaño,Servicio Nacional de Turismo,454,1,7.13,candidato_sin_verificar
Municipalidad de la Reina,Comisión para la Integridad Pública y Transparencia,453,1,17.12,candidato_sin_verificar
Servicio Nacional de Aduanas,Subsecretaría de Vivienda y Urbanismo,452,1,4.88,candidato_sin_verificar
Ministerio del Medio Ambiente,Subsecretaría de Desarrollo Regional y Administrativo,452,1,2.93,candidato_sin_verificar
Subsecretaría de Servicios Sociales,Subsecretaría de Hacienda,452,1,2.39,candidato_sin_verificar
Subsecretaría General de la Presidencia de la República,Subsecretaría de Bienes Nacionales,450,1,6.01,candidato_sin_verificar
Dirección del Trabajo,Municipalidad de Osorno,450,1,1.24,efecto_base_lift_bajo
Subsecretaría de Desarrollo Regional y Administrativo,Subsecretaría de Educación,447,1,1.47,efecto_base_lift_bajo
Servicio Nacional del Consumidor,Fondo de Solidaridad e Inversión Social,446,1,2.24,candidato_sin_verificar
Dirección de Compras y Contratación Pública,Ejército de Chile,444,1,8.04,candidato_sin_verificar
Carabineros de Chile,Subsecretaría General de la Presidencia de la República,443,1,2.82,candidato_sin_verificar
Ministerio Público,Subsecretaría de Transportes,442,1,1.47,efecto_base_lift_bajo
Subsecretaría de Telecomunicaciones,Instituto de Seguridad Laboral,441,1,2.85,candidato_sin_verificar
Dirección General de Aeronáutica Civil,Comisión para la Integridad Pública y Transparencia,438,1,3.45,candidato_sin_verificar
Municipalidad de Valparaíso,Superintendencia de Educación,438,1,3.17,candidato_sin_verificar
Subsecretaría General de Gobierno,Subsecretaría de Economía y Empresas de Menor Tamaño,438,1,2.93,candidato_sin_verificar
Dirección Nacional del Servicio Civil,Superintendencia de Casinos de Juego,438,1,2.8,candidato_sin_verificar
Dirección General del Crédito Prendario,Ministerio Público,437,1,2.32,candidato_sin_verificar
Ministerio de Desarrollo Social y Familia,Servicio de Salud Viña del Mar - Quillota,437,1,1.37,efecto_base_lift_bajo
Subsecretaría de Redes Asistenciales,Municipalidad de Curicó,437,1,1.25,efecto_base_lift_bajo
Subsecretaría de Obras Públicas,Universidad de Chile,436,1,6.98,candidato_sin_verificar
Servicio Electoral,Segundo Tribunal Electoral Región Metropolitana,436,1,3.85,candidato_sin_verificar
Subsecretaría del Trabajo,Servicio de Salud Maule,435,1,1.63,candidato_sin_verificar
Subsecretaría de Redes Asistenciales,Municipalidad de Valparaíso,435,1,1.62,candidato_sin_verificar
Universidad de Chile,Agencia Nacional de Ciberseguridad,434,1,6.03,candidato_sin_verificar
Junta Nacional de Jardines Infantiles,Ministerio Público,434,1,2.19,candidato_sin_verificar
Subsecretaría de Vivienda y Urbanismo,Municipalidad de Antofagasta,434,1,1.57,candidato_sin_verificar
Corporación de Fomento de la Producción,Subsecretaría de Bienes Nacionales,433,1,5.09,candidato_sin_verificar
Municipalidad de Providencia,Subsecretaría de Previsión Social,432,1,2.92,candidato_sin_verificar
Subsecretaría de Salud Pública,Servicio Nacional de Protección Especializada a la Niñez y Adolescencia,431,1,6.88,candidato_sin_verificar
Superintendencia de Educación,Subsecretaría de Bienes Nacionales,431,1,4.12,candidato_sin_verificar
Subsecretaría de Desarrollo Regional y Administrativo,Agencia Nacional de Ciberseguridad,431,1,2.72,candidato_sin_verificar
Instituto de Previsión Social,Defensoría Penal Pública,431,1,1.36,efecto_base_lift_bajo
Subsecretaría de Evaluación Social,Subsecretaría General de Gobierno,431,1,1.26,efecto_base_lift_bajo
Fondo de Solidaridad e Inversión Social,Consejo de Defensa del Estado,430,1,2.89,candidato_sin_verificar
Universidad de La Frontera,Instituto Nacional de Deportes de Chile,429,1,2.69,candidato_sin_verificar
Comisión para el Mercado Financiero,Superintendencia del Medio Ambiente,429,1,1.87,candidato_sin_verificar
ACEPTA.COM S.A.,Tribunal de Defensa de la Libre Competencia,429,1,1.77,confirmado_acepta
Dirección General de Aguas,Subsecretaría de Bienes Nacionales,426,1,12.25,candidato_sin_verificar
ACEPTA.COM S.A.,Servicio de Salud Biobío,426,1,1.3,confirmado_acepta
Servicio de Evaluación Ambiental,Subsecretaría de Bienes Nacionales,425,1,7.87,candidato_sin_verificar
Subsecretaría de Economía y Empresas de Menor Tamaño,Municipalidad de Zapallar,425,1,2.57,candidato_sin_verificar
Ministerio Secretaría General de Gobierno,Servicio de Impuestos Internos,425,1,1.88,candidato_sin_verificar
Dirección Nacional del Servicio Civil,Municipalidad de Coronel,425,1,1.53,candidato_sin_verificar
Subsecretaría del Trabajo,Superintendencia de Casinos de Juego,424,1,1.44,efecto_base_lift_bajo
Corporación de Fomento de la Producción,Servicio de Salud Araucanía Sur,423,1,1.72,candidato_sin_verificar
Subsecretaría General de la Presidencia de la República,Superintendencia de Seguridad Social,422,1,3.02,candidato_sin_verificar
ACEPTA.COM S.A.,Superintendencia de Casinos de Juego,420,1,2.07,confirmado_acepta
Poder Judicial,Municipios,420,1,1.74,candidato_sin_verificar
Subsecretaría de Evaluación Social,Municipalidad de San Clemente,419,1,2.4,candidato_sin_verificar
Dirección Nacional del Servicio Civil,Subsecretaría de Telecomunicaciones,418,1,171.94,candidato_sin_verificar
Contraloría General de la República,Unidad de Análisis Financiero,418,1,8.76,candidato_sin_verificar
Subsecretaría para las Fuerzas Armadas,AFP Uno,418,1,1.92,candidato_sin_verificar
Instituto de Previsión Social,Tribunal Calificador de Elecciones de Chile‎,417,1,1.23,efecto_base_lift_bajo
ACEPTA.COM S.A.,Municipalidad de Vitacura,416,1,2.42,confirmado_acepta
Municipalidad de Ñuñoa,Servicio Agrícola y Ganadero,415,1,3.3,candidato_sin_verificar
Corporación de Fomento de la Producción,AFP Modelo,415,1,3.15,candidato_sin_verificar
Subsecretaría de Salud Pública,Instituto Nacional de Derechos Humanos,415,1,2.11,candidato_sin_verificar
Municipalidad de Los Angeles,E-Digital PKI SpA.,415,1,1.86,candidato_sin_verificar
Servicio de Cooperación Técnica,Subsecretaría General de la Presidencia de la República,414,1,3.33,candidato_sin_verificar
Ministerio de Salud,docdigital,414,1,2.94,candidato_sin_verificar
Fondo Nacional de Salud,Centro de Referencia de Salud de Peñalolén Cordillera Oriente,414,1,2.26,candidato_sin_verificar
Subsecretaría General de Gobierno,Subsecretaría del Trabajo,414,1,2.17,candidato_sin_verificar
Servicio de Salud Arica y Parinacota,Comisión para la Integridad Pública y Transparencia,413,1,1.22,efecto_base_lift_bajo
Contraloría General de la República,Subsecretaría de Derechos Humanos,412,1,8.73,candidato_sin_verificar
Servicio Nacional de Geología y Minería,Ministerio Público,410,1,2.46,candidato_sin_verificar
Municipalidad de Puente Alto,Ministerio de Transportes y Telecomunicaciones,409,1,1.95,candidato_sin_verificar
Ministerio de Salud,Subsecretaría General de la Presidencia de la República,408,1,3.23,candidato_sin_verificar
Ministerio Público,Municipalidad de Los Angeles,408,1,1.58,candidato_sin_verificar
Consejo de Defensa del Estado,Subsecretaría de Justicia,407,1,3.08,candidato_sin_verificar
Servicio de Tesorerías,Ministerio de Transportes y Telecomunicaciones,407,1,2.08,candidato_sin_verificar
Subsecretaría de Economía y Empresas de Menor Tamaño,Municipios,406,1,4.83,candidato_sin_verificar
Corporación de Fomento de la Producción,Certificadora del Sur,406,1,2.9,candidato_sin_verificar
Superintendencia de Salud,docdigital,406,1,2.2,candidato_sin_verificar
Subsecretaría General de la Presidencia de la República,Carabineros de Chile,406,1,1.43,efecto_base_lift_bajo
e-Process,Contraloría General de la República,405,1,5.91,candidato_sin_verificar
Municipalidad de Puerto Montt,Carabineros de Chile,405,1,1.77,candidato_sin_verificar
Subsecretaría de Economía y Empresas de Menor Tamaño,Municipalidad de La Florida,404,1,2.4,candidato_sin_verificar
Superintendencia de Salud,Municipalidad de Padre Hurtado,404,1,2.0,candidato_sin_verificar
Ministerio Público,Subsecretaría de Vivienda y Urbanismo,404,1,1.4,efecto_base_lift_bajo
Servicio Electoral,Municipalidad de Osorno,402,1,1.73,candidato_sin_verificar
Instituto de Previsión Social,Superintendencia de Electricidad y Combustibles,401,1,1.51,candidato_sin_verificar
Subsecretaría para las Fuerzas Armadas,Ministerio Público,399,1,1.72,candidato_sin_verificar
Ministerio Público,Ministerio de Transportes y Telecomunicaciones,399,1,1.38,efecto_base_lift_bajo
Comisión para el Mercado Financiero,Municipalidad de Vallenar,399,1,1.21,efecto_base_lift_bajo
Poder Judicial,Instituto Nacional de la Juventud,398,1,1.23,efecto_base_lift_bajo
ACEPTA.COM S.A.,Servicio de Salud Metropolitano Sur,397,1,1.28,confirmado_acepta
Poder Judicial,Primer Tribunal Ambiental,396,1,4.1,candidato_sin_verificar
Dirección General de Movilización Nacional,Agencia Nacional de Investigación y Desarrollo,396,1,2.72,candidato_sin_verificar
Gendarmería de Chile,Municipalidad de Colina,396,1,2.64,candidato_sin_verificar
Servicio Nacional del Consumidor,Municipalidad de Osorno,396,1,2.13,candidato_sin_verificar
Subsecretaría del Trabajo,Servicio Nacional de Protección Especializada a la Niñez y Adolescencia,396,1,1.42,efecto_base_lift_bajo
ACEPTA.COM S.A.,Gobierno Regional de la Región de Los Lagos,396,1,1.29,confirmado_acepta
Unidad Administradora de los Tribunales Tributarios y Aduaneros,Ministerio Público,395,1,4.83,candidato_sin_verificar
Municipalidad de Lo Barnechea,Ministerio Público,395,1,2.93,candidato_sin_verificar
Subsecretaría del Trabajo,Servicio Electoral,395,1,2.67,candidato_sin_verificar
Subsecretaría de Obras Públicas,Carabineros de Chile,395,1,2.11,candidato_sin_verificar
Dirección General de Movilización Nacional,Subsecretaría de Vivienda y Urbanismo,395,1,1.63,candidato_sin_verificar
Universidad del Biobío,Subsecretaría de Redes Asistenciales,394,1,2.32,candidato_sin_verificar
Municipalidad de Curicó,Subsecretaría de Redes Asistenciales,394,1,2.03,candidato_sin_verificar
Subsecretaría General de Gobierno,Agencia Nacional de Investigación y Desarrollo,393,1,20.94,candidato_sin_verificar
Fondo Nacional de Salud,Superintendencia de Educación Superior,393,1,2.17,candidato_sin_verificar
Subsecretaría de Vivienda y Urbanismo,Municipalidad de Puente Alto,393,1,1.88,candidato_sin_verificar
